ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3009593,30265,36,5555,854,0.0,4.04,5783,0,30012,30012,0,2903,1544492,4.33,4.22,5.0
3009604,17062,99,6351,2158,0.0,3.65,6291,0,30004,30004,0,2934,1544862,4.33,3.37,5.0
3009616,36862,52,5965,1036,0.0,3.99,5962,0,30007,30007,0,2966,1617092,4.34,4.09,5.0
3009618,42164,68,6188,1176,0.0,3.94,6165,0,30002,30002,0,2966,1681156,4.34,3.99,5.0
3009639,51231,31,6119,724,0.0,4.08,6149,0,30003,30003,0,2966,1622732,4.34,4.32,5.0
3009642,26059,53,5909,1381,0.0,3.88,6017,0,30003,30003,0,2903,1540092,4.33,3.85,5.0
3009649,20211,49,5976,1568,0.0,3.82,6063,0,30003,30003,0,2903,1586092,4.33,3.73,5.0
3009652,54891,53,10343,1290,0.005,3.86,10250,148,29856,30004,1,2903,1621292,4.33,3.91,4.9
3009671,43003,32,5923,808,0.0,4.05,6106,0,30004,30004,0,2966,1608732,4.34,4.26,5.0
3009678,80776,46,6123,873,0.0,4.03,6176,0,30004,30004,0,2934,1595192,4.33,4.21,5.0
3009705,41317,45,5660,1189,0.0,3.94,5818,0,30004,30004,0,2966,1728756,4.34,3.98,5.0
3009706,40233,27,6144,781,0.0,4.06,6160,0,30005,30005,0,2966,1629692,4.34,4.28,5.0
3009717,86907,52,6402,905,0.0,4.02,6645,0,30003,30003,0,2934,1706692,4.33,4.19,5.0
3009718,41251,57,6058,996,0.0,3.99,6128,0,30004,30004,0,2934,1556932,4.33,4.12,5.0
3009740,46609,39,6169,917,0.0,4.02,6374,0,30025,30025,0,2934,1703912,4.33,4.18,5.0
3009747,52705,102,6234,1698,0.0,3.78,6603,0,30003,30003,0,2934,1542892,4.33,3.65,5.0
3009751,49900,52,5882,1005,0.0,3.99,6070,0,30003,30003,0,2903,1604492,4.33,4.11,5.0
3009753,73129,43,5784,808,0.0,4.05,6071,0,30003,30003,0,2903,1531692,4.33,4.26,5.0
3009762,22314,41,5664,1562,0.0,3.83,5619,0,30014,30014,0,2966,1598017,4.34,3.73,5.0
3009763,58086,98,4858,1588,0.0,3.82,5189,0,30004,30004,0,2966,1575132,4.34,3.72,5.0
3009776,26098,52,5905,1366,0.0,3.89,6024,0,30003,30003,0,2966,1605932,4.34,3.86,5.0
3009778,51098,52,3255,956,0.0,4.01,3740,0,30011,30011,0,2966,1604804,4.34,4.15,5.0
3009782,71152,54,6306,940,0.0,4.01,6470,0,30003,30003,0,2903,1542892,4.33,4.16,5.0
3009788,78088,37,5752,663,0.0,4.1,6396,0,30007,30007,0,2966,1579292,4.34,4.37,5.0
3009804,17300,47,6171,1612,0.0,3.81,6138,0,30006,30006,0,2903,1541892,4.33,3.7,5.0
3009807,65968,51,2761,921,0.0,4.02,3241,0,30004,30004,0,2966,1782452,4.34,4.18,5.0
3009809,41552,51,6161,1014,0.0,3.99,6135,0,30004,30004,0,2966,1590492,4.34,4.11,5.0
3009810,64015,52,6038,960,0.0,4.01,6216,0,30004,30004,0,2966,1701092,4.34,4.15,5.0
3009826,25585,53,5676,1436,0.0,3.86,5800,0,30006,30006,0,2966,1580356,4.34,3.82,5.0
3009835,82453,41,6185,718,0.0,4.08,6794,0,30005,30005,0,2934,1643692,4.33,4.33,5.0
3009843,57663,90,3631,1560,0.0,3.83,3598,0,30003,30003,0,2966,1610661,4.34,3.74,5.0
3009851,22617,51,5760,1399,0.0,3.87,5879,0,30006,30006,0,2903,1537292,4.33,3.84,5.0
3009868,74162,53,5956,1069,0.0,3.97,6151,0,30003,30003,0,2934,1626892,4.33,4.07,5.0
3009873,24320,58,5824,1362,0.0,3.88,5860,0,30005,30005,0,2934,1547092,4.33,3.87,5.0
3009884,23843,97,6133,1945,0.0,3.71,6069,0,30004,30004,0,2934,1656776,4.33,3.49,5.0
3009893,18408,39,5722,1550,0.0,3.83,5667,0,30017,30017,0,2966,1570269,4.34,3.74,5.0
3009900,21082,81,6128,1945,0.0,3.71,6058,0,30004,30004,0,2903,1549022,4.33,3.49,5.0
3009909,38733,55,6091,1034,0.0,3.98,6121,0,30003,30003,0,2934,1542596,4.33,4.09,5.0
3009916,79760,34,6164,664,0.0,4.1,6662,0,30018,30018,0,2934,1670292,4.33,4.37,5.0
3009918,19601,32,5709,1665,0.0,3.79,5663,0,30009,30009,0,2934,1557271,4.33,3.67,5.0
3009924,24213,97,6147,1876,0.0,3.73,6116,0,30005,30005,0,2966,1569492,4.34,3.54,5.0
3009936,18454,49,6230,1687,0.0,3.79,6194,0,30004,30004,0,2966,1573092,4.34,3.65,5.0
3009942,21008,39,5695,1376,0.0,3.88,5685,0,30008,30008,0,2934,1561169,4.33,3.86,5.0
3009962,26818,42,5990,1155,0.0,3.95,5939,0,30009,30009,0,2966,1568092,4.34,4.01,5.0
3009969,58261,54,6241,992,0.0,3.99,6251,0,30004,30004,0,2903,1638092,4.33,4.12,5.0
3009970,74021,42,5754,806,0.0,4.05,6070,0,30003,30003,0,2903,1600332,4.33,4.26,5.0
3009995,83097,38,5769,663,0.0,4.1,6391,0,30004,30004,0,2966,1599584,4.34,4.37,5.0
3009998,53825,52,6149,983,0.0,4.0,6123,0,30003,30003,0,2966,1598892,4.34,4.13,5.0
3010011,29207,54,6118,1309,0.0,3.9,6239,0,30003,30003,0,2903,1575615,4.33,3.9,5.0
3010012,17171,96,6135,2122,0.0,3.66,6071,0,30006,30006,0,2903,1530822,4.33,3.39,5.0
3010019,60096,53,5304,955,0.0,4.01,5817,0,30009,30009,0,2966,1709920,4.34,4.15,5.0
3010036,77192,34,5930,633,0.0,4.11,6382,0,30009,30009,0,2966,1624092,4.34,4.39,5.0
3010038,20093,39,5728,1905,0.0,3.72,5645,0,30006,30006,0,2966,1588427,4.34,3.52,5.0
3010045,70970,54,5913,992,0.0,4.0,6094,0,30004,30004,0,2934,1628292,4.33,4.12,5.0
3010047,79692,43,6016,852,0.0,4.04,6099,0,30012,30012,0,2903,1587692,4.33,4.23,5.0
3010062,73853,54,6498,955,0.0,4.0,6508,0,30004,30004,0,2903,1638092,4.33,4.15,5.0
3010065,21656,47,5763,1222,0.0,3.92,5818,0,30003,30003,0,2903,1562156,4.33,3.96,5.0
3010066,61436,83,6236,1474,0.0,3.85,6176,0,30003,30003,0,2934,1548492,4.33,3.79,5.0
3010081,13406,32,5683,2331,0.0,3.59,5552,0,30011,30011,0,2903,1529967,4.33,3.27,5.0
3010084,82796,51,6892,920,0.0,4.02,6888,0,30005,30005,0,2934,1612892,4.33,4.18,5.0
3010099,55357,35,6070,683,0.0,4.09,6485,0,30012,30012,0,2966,1568144,4.34,4.35,5.0
3010103,21513,43,5708,1623,0.0,3.8,5667,0,30002,30002,0,2903,1566369,4.33,3.69,5.0
3010113,76071,52,6161,997,0.0,3.99,6155,0,30003,30003,0,2934,1542892,4.33,4.12,5.0
3010117,66244,54,5506,881,0.0,4.03,5766,0,30012,30012,0,2966,1656464,4.34,4.2,5.0
3010122,49013,45,6111,868,0.0,4.04,6118,0,30004,30004,0,2966,1574301,4.34,4.21,5.0
3010126,18585,38,5727,2070,0.0,3.68,5676,0,30015,30015,0,2966,1570267,4.34,3.42,5.0
3010158,37061,53,6073,1100,0.0,3.96,6085,0,30003,30003,0,2903,1573692,4.33,4.05,5.0
3010168,56560,52,5895,894,0.0,4.02,6361,0,30011,30011,0,2903,1552692,4.33,4.2,5.0
3010188,70570,43,5992,702,0.0,4.08,6589,0,30009,30009,0,2934,1542892,4.33,4.34,5.0
3010191,23760,102,6141,2069,0.0,3.67,6068,0,30004,30004,0,2934,1554621,4.33,3.42,5.0
3010203,37141,51,6060,1073,0.0,3.97,6087,0,30002,30002,0,2903,1542892,4.33,4.07,5.0
3010208,71395,48,6139,922,0.0,4.02,6167,0,30006,30006,0,2934,1595192,4.33,4.17,5.0
3010218,35616,101,5781,1781,0.0,3.76,5992,0,30004,30004,0,2934,1583532,4.33,3.59,5.0
3010220,67200,142,5874,1799,0.0,3.75,6068,0,30002,30002,0,2934,1605892,4.33,3.58,5.0
3010225,18992,29,5721,1819,0.0,3.75,5672,0,30003,30003,0,2903,1536469,4.33,3.57,5.0
3010229,37992,41,6133,959,0.0,4.01,6125,0,30002,30002,0,2966,1584892,4.34,4.15,5.0
3010252,58047,63,3276,965,0.0,4.0,3659,0,30009,30009,0,2903,1585286,4.33,4.14,5.0
3010282,20034,88,6116,2010,0.0,3.69,6052,0,30008,30008,0,2903,1549022,4.33,3.46,5.0
3010308,24523,39,6421,1420,0.0,3.87,6400,0,30016,30016,0,2934,1543704,4.33,3.83,5.0
3010309,33600,53,6961,1338,0.0,3.89,6909,0,30003,30003,0,2934,1568092,4.33,3.88,5.0
3010325,61250,40,6164,840,0.0,4.04,6135,0,30004,30004,0,2966,1623796,4.34,4.24,5.0
3010336,23245,51,6399,1460,0.0,3.85,6490,0,30024,30024,0,2903,1541430,4.33,3.8,5.0
3010338,20493,37,6405,1284,0.0,3.91,6406,0,30003,30003,0,2934,1540392,4.33,3.92,5.0
3010340,66784,25,5806,602,0.0,4.11,5867,0,30008,30008,0,2903,1591292,4.33,4.42,5.0
3010344,22242,39,5889,1620,0.0,3.81,5824,0,30004,30004,0,2966,1571527,4.34,3.7,5.0
3010367,65625,48,6189,857,0.0,4.03,6820,0,30004,30004,0,2903,1611492,4.33,4.22,5.0
3010369,37441,43,6299,1002,0.0,4.0,6348,0,30007,30007,0,2966,1566672,4.34,4.12,5.0
3010376,48237,88,6629,1594,0.0,3.81,6549,0,30007,30007,0,2903,1627381,4.33,3.71,5.0
3010388,71072,41,6076,747,0.0,4.07,6153,0,30004,30004,0,2903,1577892,4.33,4.3,5.0
3010389,29948,61,3548,1314,0.0,3.9,3638,0,30004,30004,0,2903,1561718,4.33,3.9,5.0
3010392,23300,33,5865,1457,0.0,3.85,5829,0,30006,30006,0,2903,1531267,4.33,3.8,5.0
3010401,28166,50,5873,1340,0.0,3.89,5990,0,30004,30004,0,2966,1621292,4.34,3.88,5.0
3010411,70019,62,3316,1018,0.0,3.99,3639,0,30005,30005,0,2934,1552915,4.33,4.11,5.0
3010422,11427,60,3379,1974,0.067,3.06,3577,1894,28115,30009,1,2903,1548812,4.33,3.48,3.66
3010435,72199,54,2757,901,0.0,4.03,3309,0,30012,30012,0,2966,1729452,4.34,4.19,5.0
3010438,8328,32,5643,3174,0.021,3.16,5556,611,29394,30005,1,2903,1527367,4.33,2.83,4.58
3010445,63753,51,6191,944,0.0,4.01,6166,0,30003,30003,0,2966,1680132,4.34,4.16,5.0
3010446,43193,39,6197,1145,0.0,3.95,6365,0,30007,30007,0,2934,1555384,4.33,4.02,5.0
3010460,68096,54,5763,892,0.0,4.03,6107,0,30003,30003,0,2934,1559692,4.33,4.2,5.0
3010461,16470,89,6101,2127,0.0,3.65,6129,0,30004,30004,0,2903,1542892,4.33,3.39,5.0
3010467,51976,53,6186,1054,0.0,3.97,6163,0,30006,30006,0,2903,1612892,4.33,4.08,5.0
3010469,45828,56,6007,1085,0.0,3.97,6193,0,30004,30004,0,2903,1576492,4.33,4.06,5.0
3010479,13609,69,5944,2278,0.0,3.61,5889,0,30003,30003,0,2903,1536692,4.33,3.3,5.0
3010482,78238,26,5707,576,0.0,4.12,5961,0,30003,30003,0,2903,1531492,4.33,4.44,5.0
3010483,61376,57,5905,920,0.0,4.02,6372,0,30005,30005,0,2903,1563798,4.33,4.18,5.0
3010488,29685,80,5654,1356,0.0,3.89,5660,0,30008,30008,0,2966,1578333,4.34,3.87,5.0
3010491,76403,51,6278,916,0.0,4.02,6448,0,30003,30003,0,2966,1647892,4.34,4.18,5.0
3010504,64736,51,6021,903,0.0,4.02,6595,0,30007,30007,0,2903,1540092,4.33,4.19,5.0
3010508,36015,41,6052,974,0.0,4.0,6050,0,30006,30006,0,2966,1624622,4.34,4.14,5.0
3010510,79551,52,6613,912,0.0,4.02,6645,0,30026,30026,0,2934,1584892,4.33,4.18,5.0
3010511,73641,52,5049,858,0.0,4.04,5640,0,30018,30018,0,2966,1669532,4.34,4.22,5.0
3010512,19000,46,6145,1465,0.0,3.85,6126,0,30004,30004,0,2903,1545792,4.33,3.8,5.0
3010528,79106,66,4492,1144,0.0,3.95,5080,0,30017,30017,0,2934,1745270,4.33,4.02,5.0
3010533,26509,46,6147,1236,0.0,3.92,6152,0,30004,30004,0,2903,1532792,4.33,3.95,5.0
3010535,25035,51,6161,1392,0.0,3.88,6127,0,30004,30004,0,2966,1617092,4.34,3.85,5.0
3010547,14415,91,5804,2475,0.0,3.55,5841,0,30003,30003,0,2903,1548532,4.33,3.19,5.0
3010554,80015,52,6663,924,0.0,4.02,6869,0,30009,30009,0,2934,1605892,4.33,4.17,5.0
3010575,46908,56,6056,974,0.0,4.0,6118,0,30005,30005,0,2934,1557462,4.33,4.14,5.0
3010577,18687,46,5995,1822,0.0,3.75,6044,0,30002,30002,0,2966,1606892,4.34,3.57,5.0
3010578,62388,53,6210,1053,0.0,3.98,6367,0,30003,30003,0,2934,1622979,4.33,4.08,5.0
3010582,24925,48,5909,1328,0.0,3.9,6024,0,30004,30004,0,2966,1580692,4.34,3.89,5.0
3010591,14115,59,4631,1779,0.0,3.76,4797,0,30004,30004,0,2903,1528736,4.33,3.6,5.0
3010595,40796,51,6276,1010,0.0,3.99,6244,0,30004,30004,0,2966,1577892,4.34,4.11,5.0
3010601,37078,51,5920,1155,0.0,3.95,6050,0,30004,30004,0,2966,1581643,4.34,4.01,5.0
3010616,17992,49,6228,1843,0.0,3.74,6168,0,30014,30014,0,2966,1625092,4.34,3.56,5.0
3010629,14882,92,5857,2416,0.0,3.57,5800,0,30005,30005,0,2934,1541892,4.33,3.22,5.0
3010647,50512,55,5821,965,0.0,4.0,6096,0,30002,30002,0,2934,1626892,4.33,4.14,5.0
3010648,38999,54,5892,1072,0.0,3.97,6056,0,30003,30003,0,2903,1548492,4.33,4.07,5.0
3010652,55132,60,5626,1105,0.0,3.96,5979,0,30009,30009,0,2903,1623380,4.33,4.04,5.0
3010671,19678,37,5690,1609,0.0,3.81,5630,0,30005,30005,0,2903,1528667,4.33,3.7,5.0
3010675,78097,52,6298,950,0.0,4.01,6297,0,30003,30003,0,2934,1626892,4.33,4.15,5.0
3010682,49145,71,5912,1159,0.0,3.95,6075,0,30005,30005,0,2966,1606996,4.34,4.01,5.0
3010684,35686,59,5653,1082,0.0,3.97,5705,0,30006,30006,0,2934,1562692,4.33,4.06,5.0
3010692,17164,48,6176,1497,0.0,3.84,6166,0,30008,30008,0,2903,1530192,4.33,3.78,5.0
3010698,15234,40,5709,1943,0.0,3.71,5674,0,30004,30004,0,2934,1553369,4.33,3.5,5.0
3010708,48647,55,6027,915,0.0,4.02,6129,0,30007,30007,0,2934,1569982,4.33,4.18,5.0
3010733,50355,50,5966,942,0.0,4.01,6147,0,30003,30003,0,2966,1576492,4.34,4.16,5.0
3010739,27565,25,5964,1054,0.0,3.98,6101,0,30003,30003,0,2934,1561392,4.33,4.08,5.0
3010740,39144,54,6081,1095,0.0,3.96,6083,0,30004,30004,0,2903,1554092,4.33,4.05,5.0
3010751,18760,51,6216,1612,0.0,3.81,6193,0,30005,30005,0,2966,1595192,4.34,3.7,5.0
3010752,77674,58,6050,918,0.0,4.02,6385,0,30008,30008,0,2903,1649292,4.33,4.18,5.0
3010756,65750,61,3268,981,0.0,4.0,3880,0,30005,30005,0,2934,1558332,4.33,4.13,5.0
3010764,67713,53,6466,977,0.0,4.0,6496,0,30004,30004,0,2934,1603275,4.33,4.13,5.0
3010767,13272,37,5684,1896,0.0,3.72,5629,0,30003,30003,0,2903,1537769,4.33,3.52,5.0
3010768,54234,28,5919,637,0.0,4.1,6046,0,30003,30003,0,2903,1549692,4.33,4.39,5.0
3010770,36480,53,5787,1113,0.0,3.96,5988,0,30003,30003,0,2903,1535892,4.33,4.04,5.0
3010772,56448,42,5851,817,0.0,4.05,6095,0,30002,30002,0,2966,1566125,4.34,4.25,5.0
3010776,8935,69,6141,3118,0.0,3.36,6025,0,30004,30004,0,2966,1566718,4.34,2.86,5.0
3010778,23547,54,5691,1492,0.0,3.85,5693,0,30005,30005,0,2966,1588692,4.34,3.78,5.0
3010794,29744,26,6127,1007,0.0,3.99,6138,0,30004,30004,0,2934,1554892,4.33,4.11,5.0
3010795,18175,38,5700,1757,0.0,3.77,5630,0,30005,30005,0,2966,1571567,4.34,3.61,5.0
3010798,76246,54,6305,951,0.0,4.01,6311,0,30004,30004,0,2934,1642292,4.33,4.15,5.0
3010800,22928,55,5905,1619,0.0,3.81,5984,0,30007,30007,0,2966,1566692,4.34,3.7,5.0
3010809,33358,56,6130,1428,0.0,3.87,6105,0,30004,30004,0,2966,1570492,4.34,3.82,5.0
3010821,18033,41,5658,1677,0.0,3.79,5599,0,30006,30006,0,2966,1572869,4.34,3.66,5.0
3010833,9859,77,5783,2759,0.0,3.47,5768,0,30007,30007,0,2934,1541958,4.33,3.04,5.0
3010836,41945,71,5539,1248,0.0,3.92,5724,0,30005,30005,0,2966,1599092,4.34,3.94,5.0
3010839,46992,62,4048,1127,0.0,3.96,4253,0,30011,30011,0,2934,1665852,4.33,4.03,5.0
3010843,7546,53,6108,3774,0.0,3.17,6081,0,30001,30001,0,2966,1563932,4.34,2.56,5.0
3010845,15348,90,6332,2166,0.0,3.64,6257,0,30005,30005,0,2903,1550382,4.33,3.36,5.0
3010856,77800,52,6703,903,0.0,4.02,6699,0,30002,30002,0,2934,1551332,4.33,4.19,5.0
3010861,63134,56,6064,917,0.0,4.02,6412,0,30004,30004,0,2903,1549932,4.33,4.18,5.0
3010866,24803,69,5721,1447,0.0,3.86,5835,0,30008,30008,0,2903,1564435,4.33,3.81,5.0
3010870,70734,62,3177,1029,0.0,3.98,3659,0,30008,30008,0,2934,1591652,4.33,4.1,5.0
3010872,27353,54,5921,1427,0.0,3.87,6030,0,30003,30003,0,2966,1573692,4.34,3.82,5.0
3010880,14109,98,6150,2573,0.0,3.52,6077,0,30004,30004,0,2934,1558292,4.33,3.14,5.0
3010892,16148,51,6181,1712,0.0,3.78,6150,0,30006,30006,0,2903,1527592,4.33,3.64,5.0
3010893,48533,69,6085,1173,0.0,3.94,6088,0,30005,30005,0,2966,1583492,4.34,4.0,5.0
3010900,73769,60,6100,1013,0.0,3.99,6281,0,30003,30003,0,2934,1625492,4.33,4.11,5.0
3010901,20196,60,3480,1463,0.0,3.85,3577,0,30009,30009,0,2903,1542132,4.33,3.8,5.0
3010904,46855,62,3353,2190,0.002,3.62,3555,67,29944,30011,1,2934,1569261,4.33,3.35,4.96
3010905,40489,74,5791,1215,0.0,3.93,5783,0,30005,30005,0,2934,1557492,4.33,3.97,5.0
3010906,13914,35,5700,1936,0.0,3.71,5599,0,30009,30009,0,2934,1546871,4.33,3.5,5.0
3010917,17773,54,5970,1635,0.0,3.8,6054,0,30004,30004,0,2903,1562692,4.33,3.69,5.0
3010922,44470,52,5919,1143,0.0,3.95,6052,0,30002,30002,0,2966,1565292,4.34,4.02,5.0
3010949,22854,65,3472,1853,0.07,3.07,3569,1959,28046,30005,1,2934,1553114,4.33,3.55,3.6
3010957,26510,79,6024,1615,0.0,3.81,6008,0,30007,30007,0,2934,1570892,4.33,3.7,5.0
3010961,17019,100,5868,2283,0.0,3.61,5804,0,30004,30004,0,2934,1549022,4.33,3.3,5.0
3010962,12958,39,5717,2221,0.0,3.63,5624,0,30011,30011,0,2934,1566371,4.33,3.33,5.0
3010973,67419,52,6266,970,0.0,4.0,6441,0,30003,30003,0,2934,1636692,4.33,4.14,5.0
3010979,56608,61,3072,981,0.0,4.0,3578,0,30020,30020,0,2903,1532734,4.33,4.13,5.0
3010982,73207,41,5777,755,0.0,4.07,6089,0,30004,30004,0,2903,1594692,4.33,4.3,5.0
3010987,29772,26,6186,966,0.0,4.0,6187,0,30005,30005,0,2934,1563992,4.33,4.14,5.0
3010988,61861,54,5931,972,0.0,4.0,6102,0,30003,30003,0,2934,1625492,4.33,4.14,5.0
3010990,17333,48,6239,1710,0.0,3.78,6211,0,30002,30002,0,2966,1567892,4.34,3.64,5.0
3010994,18964,90,5845,2176,0.0,3.64,5812,0,30007,30007,0,2934,1539292,4.33,3.36,5.0
3010996,34328,63,6138,1345,0.0,3.89,6368,0,30004,30004,0,2934,1563278,4.33,3.88,5.0
3011014,74654,66,3192,995,0.0,3.99,3577,0,30003,30003,0,2903,1594742,4.33,4.12,5.0
3011024,16475,86,6039,2344,0.0,3.59,5982,0,30003,30003,0,2934,1565292,4.33,3.26,5.0
3011026,78508,53,6479,918,0.0,4.02,6694,0,30003,30003,0,2934,1674492,4.33,4.18,5.0
3011037,29016,28,6195,1032,0.0,3.98,6199,0,30009,30009,0,2934,1562692,4.33,4.1,5.0
3011040,19195,31,5758,1940,0.0,3.71,5638,0,30005,30005,0,2903,1533829,4.33,3.5,5.0
3011042,15945,74,5923,2325,0.0,3.6,5841,0,30005,30005,0,2934,1576992,4.33,3.27,5.0
3011044,12629,65,3776,2106,0.126,2.23,3768,3364,26639,30003,1,2934,1551680,4.33,3.4,2.48
3011045,9052,64,5612,3147,0.0,3.35,5507,0,30016,30016,0,2966,1574562,4.34,2.84,5.0
3011048,10321,52,5863,2092,0.0,3.67,5894,0,30002,30002,0,2966,1564455,4.34,3.41,5.0
3011053,27604,53,5674,1213,0.0,3.93,5677,0,30005,30005,0,2903,1529053,4.33,3.97,5.0
3011062,30486,29,5931,1068,0.0,3.97,6062,0,30001,30001,0,2934,1553592,4.33,4.07,5.0
3011063,17398,99,6143,2252,0.0,3.62,6076,0,30005,30005,0,2934,1586822,4.33,3.31,5.0
3011066,44289,75,5880,1277,0.0,3.91,5850,0,30009,30009,0,2966,1573599,4.34,3.92,5.0
3011071,49261,30,6249,707,0.0,4.09,6408,0,30006,30006,0,2966,1571132,4.34,4.34,5.0
3011073,36674,53,6079,1042,0.0,3.98,6096,0,30004,30004,0,2903,1549892,4.33,4.09,5.0
3011074,78504,42,5623,745,0.0,4.07,6083,0,30014,30014,0,2903,1638092,4.33,4.31,5.0
3011077,8471,69,6148,3164,0.0,3.35,6052,0,30005,30005,0,2903,1549155,4.33,2.84,5.0
3011086,11200,53,5870,2092,0.0,3.67,5918,0,30003,30003,0,2966,1605892,4.34,3.41,5.0
3011089,50987,32,6097,739,0.0,4.07,6369,0,30031,30031,0,2903,1703912,4.33,4.31,5.0
3011102,65499,63,3301,1078,0.0,3.97,3624,0,30004,30004,0,2934,1582652,4.33,4.06,5.0
3011111,11578,49,5681,1813,0.0,3.75,5681,0,30003,30003,0,2903,1535496,4.33,3.57,5.0
3011113,50070,53,6871,1379,0.0,3.88,6956,0,30003,30003,0,2966,1604492,4.34,3.85,5.0
3011116,89011,26,5753,586,0.0,4.12,5960,0,30001,30001,0,2966,1612092,4.34,4.43,5.0
3011118,20598,35,5784,1616,0.0,3.81,5725,0,30004,30004,0,2903,1566367,4.33,3.7,5.0
3011119,37356,31,7326,1509,0.0,3.84,7342,0,30009,30009,0,2934,1552796,4.33,3.77,5.0
3011120,16900,83,5849,2324,0.0,3.6,5798,0,30009,30009,0,2934,1586092,4.33,3.27,5.0
3011121,29076,59,6340,1304,0.0,3.9,6374,0,30013,30013,0,2903,1590492,4.33,3.91,5.0
3011125,14741,50,6186,1781,0.0,3.76,6146,0,30004,30004,0,2903,1532792,4.33,3.59,5.0
3011136,39100,29,5804,768,0.0,4.06,6004,0,30004,30004,0,2934,1549692,4.33,4.29,5.0
3011140,81995,31,5971,614,0.0,4.11,6598,0,30007,30007,0,2903,1568252,4.33,4.41,5.0
3011142,90481,34,6544,649,0.0,4.1,6884,0,30011,30011,0,2966,1634148,4.34,4.38,5.0
3011152,52718,52,6223,963,0.0,4.0,6241,0,30029,30029,0,2934,1584892,4.33,4.14,5.0
3011162,89908,36,6680,682,0.0,4.09,7481,0,30005,30005,0,2934,1790692,4.33,4.35,5.0
3011163,18281,34,5737,1596,0.0,3.81,5682,0,30006,30006,0,2903,1532529,4.33,3.71,5.0
3011168,69044,47,6189,931,0.0,4.01,6176,0,30006,30006,0,2934,1649792,4.33,4.17,5.0
3011177,36254,28,6407,972,0.0,4.0,6405,0,30004,30004,0,2966,1598492,4.34,4.14,5.0
3011179,32158,41,5859,1079,0.0,3.97,6040,0,30023,30023,0,2966,1577932,4.34,4.06,5.0
3011181,16290,36,5731,2674,0.0,3.5,5504,0,30005,30005,0,2966,1587169,4.34,3.08,5.0
3011186,15044,66,6055,2200,0.0,3.63,6004,0,30007,30007,0,2903,1527592,4.33,3.34,5.0
3011192,23680,51,6201,1579,0.0,3.82,6171,0,30002,30002,0,2903,1537292,4.33,3.72,5.0
3011194,41742,56,5673,957,0.0,4.0,5768,0,30009,30009,0,2903,1537992,4.33,4.15,5.0
3011209,12584,67,6138,2077,0.0,3.67,6219,0,30005,30005,0,2903,1535156,4.33,3.42,5.0
3011210,25123,52,6962,1700,0.0,3.78,6904,0,30003,30003,0,2934,1591892,4.33,3.65,5.0
3011229,14320,53,6171,1663,0.0,3.79,6147,0,30026,30026,0,2903,1534092,4.33,3.67,5.0
3011251,61290,31,5958,639,0.0,4.1,6381,0,30004,30004,0,2903,1592732,4.33,4.39,5.0
3011260,18935,34,5874,1603,0.0,3.81,5813,0,30004,30004,0,2934,1541669,4.33,3.71,5.0
3011274,51486,30,6063,666,0.0,4.09,6414,0,30014,30014,0,2934,1555628,4.33,4.37,5.0
3011279,17264,108,5925,2630,0.0,3.51,5856,0,30004,30004,0,2934,1583492,4.33,3.11,5.0
3011280,22822,32,5753,1639,0.0,3.8,5707,0,30006,30006,0,2966,1566367,4.34,3.68,5.0
3011284,16985,70,5705,1713,0.0,3.78,5703,0,30006,30006,0,2934,1544828,4.33,3.64,5.0
3011285,53281,52,5996,989,0.0,4.0,6164,0,30003,30003,0,2966,1573692,4.34,4.13,5.0
3011292,61226,31,5952,658,0.0,4.09,6379,0,30002,30002,0,2903,1630172,4.33,4.37,5.0
3011293,36015,49,5907,1009,0.0,3.99,6070,0,30007,30007,0,2966,1579292,4.34,4.11,5.0
3011310,75130,67,5506,1194,0.0,3.94,6041,0,30003,30003,0,2934,1611908,4.33,3.98,5.0
3011314,53474,50,5907,960,0.0,4.01,6088,0,30003,30003,0,2966,1675892,4.34,4.15,5.0
3011316,49667,26,5671,699,0.0,4.08,5735,0,30003,30003,0,2903,1575692,4.33,4.34,5.0
3011319,20210,32,5716,1683,0.0,3.79,5665,0,30004,30004,0,2934,1542969,4.33,3.66,5.0
3011321,41501,97,6176,1596,0.0,3.82,6158,0,30007,30007,0,2966,1578292,4.34,3.71,5.0
3011322,51904,42,5837,876,0.0,4.03,5908,0,30005,30005,0,2903,1560144,4.33,4.21,5.0
3011324,61253,47,6043,774,0.0,4.06,6385,0,30011,30011,0,2966,1592382,4.34,4.28,5.0
3011328,13203,67,5696,2242,0.0,3.62,5720,0,30004,30004,0,2934,1547092,4.33,3.32,5.0
3011330,41246,52,6758,1340,0.0,3.89,6864,0,30003,30003,0,2934,1688492,4.33,3.88,5.0
