ID,Video Initial Max DL Rate(kbps),E2E RTT(ms),Average Rate of Playing phase (kbps),Initial Buffering Latency(ms),Stalling Ratio,VMOS,Video Total DL Rate(kbps),Stalling Length,Playing Length,Total time of Playing phase (kbps),Stalling times,video bitrate,Video Initial buffer download,SQuality,SLoading,Sstalling
3427708,40950,39,6524,963,0.0,4.0,6710,0,30012,30012,0,2903,1582652,4.33,4.14,5.0
3427718,28693,101,6244,1940,0.0,3.71,6325,0,30004,30004,0,2903,1527492,4.33,3.5,5.0
3427720,24828,69,5896,1384,0.0,3.88,6031,0,30003,30003,0,2903,1537292,4.33,3.85,5.0
3427723,39620,37,6200,917,0.0,4.02,6378,0,30003,30003,0,2903,1601372,4.33,4.18,5.0
3427738,22609,62,6238,1651,0.0,3.8,6318,0,30005,30005,0,2934,1581212,4.33,3.68,5.0
3427741,25921,72,5870,1488,0.0,3.85,5998,0,30002,30002,0,2966,1590492,4.34,3.78,5.0
3427756,31513,74,5897,1353,0.0,3.88,6039,0,30002,30002,0,2903,1568092,4.33,3.87,5.0
3427761,46833,76,6162,1094,0.0,3.97,6410,0,30003,30003,0,2966,1576892,4.34,4.05,5.0
3427772,37520,103,6453,1753,0.0,3.77,6373,0,30042,30042,0,2903,1552692,4.33,3.61,5.0
3427789,52724,104,6310,1809,0.0,3.75,6226,0,30004,30004,0,2903,1569532,4.33,3.58,5.0
3427800,31725,39,6188,918,0.0,4.02,6417,0,30016,30016,0,2934,1549532,4.33,4.18,5.0
3427811,76239,50,5567,883,0.0,4.03,6110,0,30005,30005,0,2966,1582704,4.34,4.2,5.0
3427815,25600,62,6566,1469,0.0,3.85,6662,0,30004,30004,0,2934,1599932,4.33,3.79,5.0
3427826,67289,60,5720,982,0.0,4.0,6241,0,30014,30014,0,2966,1589852,4.34,4.13,5.0
3427829,59327,55,5794,1294,0.0,3.9,5888,0,30004,30004,0,2903,1567283,4.33,3.91,5.0
3427847,41066,54,5611,982,0.0,4.0,6083,0,30004,30004,0,2934,1562992,4.33,4.13,5.0
3427848,50371,71,6079,1008,0.0,3.99,6418,0,30020,30020,0,2934,1592732,4.33,4.11,5.0
3427849,39993,39,6266,864,0.0,4.03,6391,0,30003,30003,0,2903,1586972,4.33,4.22,5.0
3427863,50288,102,6449,1777,0.0,3.76,6530,0,30007,30007,0,2966,1636692,4.34,3.6,5.0
3427876,54320,54,6040,979,0.0,4.0,6089,0,30004,30004,0,2903,1558755,4.33,4.13,5.0
3427882,27716,60,6266,1427,0.0,3.87,6382,0,30008,30008,0,2934,1582652,4.33,3.82,5.0
3427883,15372,100,5851,2354,0.0,3.59,5875,0,30002,30002,0,2966,1579949,4.34,3.26,5.0
3427891,52815,101,6404,1918,0.0,3.72,6321,0,30003,30003,0,2934,1906892,4.33,3.51,5.0
3427892,69663,66,6384,1105,0.0,3.96,6611,0,30024,30024,0,2934,1607132,4.33,4.04,5.0
3427894,40065,35,6329,850,0.0,4.04,6421,0,30003,30003,0,2934,1552482,4.33,4.23,5.0
3427903,54776,56,6301,893,0.0,4.03,6444,0,30008,30008,0,2934,1559612,4.33,4.2,5.0
3427909,10880,37,6013,2423,0.0,3.57,5923,0,30011,30011,0,2903,1541991,4.33,3.22,5.0
3427926,32593,103,5413,1815,0.0,3.75,5362,0,30004,30004,0,2903,1597492,4.33,3.57,5.0
3427939,55460,31,5535,657,0.0,4.1,6031,0,30004,30004,0,2903,1534492,4.33,4.37,5.0
3427953,39744,62,6177,1193,0.0,3.94,6377,0,30006,30006,0,2934,1559612,4.33,3.98,5.0
3427955,25925,40,5850,1239,0.0,3.92,5848,0,30012,30012,0,2966,1579292,4.34,3.95,5.0
3427959,61546,38,5819,817,0.0,4.05,5924,0,30014,30014,0,2966,1631592,4.34,4.25,5.0
3427964,62383,60,6772,1107,0.0,3.96,7386,0,30012,30012,0,2903,1581212,4.33,4.04,5.0
3427966,7255,55,5980,3563,0.0,3.23,5806,0,30004,30004,0,2903,1538692,4.33,2.65,5.0
3427971,47185,31,5920,778,0.0,4.06,6050,0,30004,30004,0,2966,1589092,4.34,4.28,5.0
3427973,49292,62,6483,1117,0.0,3.96,6796,0,30003,30003,0,2934,1576892,4.33,4.03,5.0
3427976,20643,40,6025,1973,0.0,3.7,5998,0,30003,30003,0,2966,1616570,4.34,3.48,5.0
3427979,24984,41,5698,1038,0.0,3.98,5885,0,30009,30009,0,2966,1593076,4.34,4.09,5.0
3427981,47290,41,5492,861,0.0,4.04,5735,0,30014,30014,0,2934,1660286,4.33,4.22,5.0
3427991,21736,73,5793,1652,0.0,3.8,5787,0,30007,30007,0,2966,1579592,4.34,3.68,5.0
3428001,12593,42,5577,1916,0.0,3.72,5582,0,30009,30009,0,2934,1543192,4.33,3.51,5.0
3428002,36110,65,6186,1105,0.0,3.96,6383,0,30005,30005,0,2966,1588412,4.34,4.04,5.0
3428008,17364,38,1079,10109,2.014,1.0,1141,20056,9956,30012,4,2934,1577462,4.33,1.0,1.0
3428022,44078,37,5593,825,0.0,4.05,5959,0,30002,30002,0,2966,1649535,4.34,4.25,5.0
3428031,44715,41,5613,836,0.0,4.04,6021,0,30010,30010,0,2903,1694505,4.33,4.24,5.0
3428038,22725,54,5552,1565,0.0,3.83,5564,0,30007,30007,0,2966,1608790,4.34,3.73,5.0
3428040,14200,94,5497,2049,0.0,3.68,5538,0,30012,30012,0,2903,1536692,4.33,3.43,5.0
3428044,29866,59,5819,1237,0.0,3.92,5906,0,30009,30009,0,2903,1533092,4.33,3.95,5.0
3428052,17496,72,5619,1729,0.0,3.77,5642,0,30012,30012,0,2934,1560092,4.33,3.63,5.0
3428058,55015,39,5342,769,0.0,4.06,5895,0,30018,30018,0,2903,1533553,4.33,4.29,5.0
3428070,6846,61,6303,3479,0.0,3.26,6117,0,30002,30002,0,2966,1569692,4.34,2.69,5.0
3428097,47137,54,6228,907,0.0,4.02,6416,0,30004,30004,0,2966,1569692,4.34,4.19,5.0
3428107,45135,35,5640,870,0.0,4.03,6008,0,30009,30009,0,2934,1629681,4.33,4.21,5.0
3428111,39481,49,6178,957,0.0,4.01,6411,0,30005,30005,0,2934,1539452,4.33,4.15,5.0
3428114,73687,36,6036,695,0.0,4.09,6404,0,30004,30004,0,2966,1569692,4.34,4.34,5.0
3428119,22700,61,5492,1271,0.0,3.91,5584,0,30007,30007,0,2903,1580892,4.33,3.93,5.0
3428124,21712,39,6351,1107,0.0,3.96,6405,0,30011,30011,0,2903,1549532,4.33,4.04,5.0
3428132,30754,39,5708,903,0.0,4.03,5753,0,30010,30010,0,2966,1573692,4.34,4.19,5.0
3428135,20700,39,6212,1091,0.0,3.96,6368,0,30007,30007,0,2903,1559612,4.33,4.05,5.0
3428144,37132,46,6162,951,0.0,4.01,6379,0,30002,30002,0,2966,1595612,4.34,4.15,5.0
3428147,54166,38,6284,805,0.0,4.06,6357,0,30003,30003,0,2966,1581212,4.34,4.26,5.0
3428156,55066,102,6316,1776,0.0,3.76,6410,0,30004,30004,0,2966,1607292,4.34,3.6,5.0
3428158,77875,20,6007,591,0.0,4.12,6619,0,30004,30004,0,2903,1705732,4.33,4.42,5.0
3428159,47040,60,6103,1311,0.0,3.9,6333,0,30011,30011,0,2934,1594172,4.33,3.9,5.0
3428193,91485,36,4531,652,0.0,4.1,5791,0,30030,30030,0,2903,1614113,4.33,4.38,5.0
3428189,23968,55,5751,1620,0.0,3.8,5720,0,30007,30007,0,2903,1555781,4.33,3.7,5.0
3428203,59850,20,6408,681,0.0,4.09,6757,0,30013,30013,0,2934,1589852,4.33,4.35,5.0
3428204,36450,38,6092,918,0.0,4.02,6355,0,30004,30004,0,2903,1530812,4.33,4.18,5.0
3428205,50601,67,6223,959,0.0,4.01,6432,0,30010,30010,0,2966,1586972,4.34,4.15,5.0
3428220,42602,38,6212,913,0.0,4.02,6377,0,30003,30003,0,2903,1582652,4.33,4.18,5.0
3428224,29250,83,5620,1375,0.0,3.88,5663,0,30008,30008,0,2903,1531492,4.33,3.86,5.0
3428226,28215,53,5863,1291,0.0,3.91,5876,0,30008,30008,0,2934,1578565,4.33,3.91,5.0
3428249,47824,101,6393,1754,0.0,3.77,6499,0,30002,30002,0,2934,1600292,4.33,3.61,5.0
3428241,27377,53,5631,1162,0.0,3.94,5701,0,30004,30004,0,2903,1546917,4.33,4.0,5.0
3428251,52095,40,5608,754,0.0,4.07,6149,0,30005,30005,0,2966,1605892,4.34,4.3,5.0
3428258,22400,54,5802,1545,0.0,3.83,5893,0,30006,30006,0,2903,1598892,4.33,3.74,5.0
3428259,26609,90,5622,1623,0.0,3.8,5691,0,30005,30005,0,2903,1742092,4.33,3.69,5.0
3428263,44832,101,6242,1784,0.0,3.76,6352,0,30004,30004,0,2934,1624092,4.33,3.59,5.0
3428264,16642,55,6327,5153,0.0,2.77,5707,0,30014,30014,0,2934,1547092,4.33,2.04,5.0
3428269,68390,73,5367,1028,0.0,3.98,5758,0,30010,30010,0,2903,1664092,4.33,4.1,5.0
3428273,36499,37,6172,860,0.0,4.04,6405,0,30003,30003,0,2934,1558172,4.33,4.22,5.0
3428274,49152,23,6108,809,0.0,4.05,6353,0,30005,30005,0,2903,1559612,4.33,4.26,5.0
3428280,25061,42,5914,1039,0.0,3.98,5922,0,30003,30003,0,2966,1572292,4.34,4.09,5.0
3428284,38591,38,6166,866,0.0,4.04,6404,0,30008,30008,0,2966,1589904,4.34,4.22,5.0
3428287,41362,40,6093,899,0.0,4.03,6353,0,30007,30007,0,2966,1581212,4.34,4.19,5.0
3428288,28578,36,6190,918,0.0,4.02,6404,0,30005,30005,0,2934,1559612,4.33,4.18,5.0
3428290,24746,38,6311,1034,0.0,3.98,6390,0,30007,30007,0,2903,1534305,4.33,4.09,5.0
3428295,33198,39,6191,928,0.0,4.02,6399,0,30012,30012,0,2966,1579772,4.34,4.17,5.0
3428297,25563,36,6279,987,0.0,4.0,6407,0,30010,30010,0,2934,1561052,4.33,4.13,5.0
3428305,42187,37,6390,869,0.0,4.04,6423,0,30012,30012,0,2966,1614332,4.34,4.21,5.0
3428491,79800,56,6455,1007,0.0,3.99,6419,0,30005,30005,0,2966,1619892,4.34,4.11,5.0
3428492,64100,54,6136,1003,0.0,3.99,6123,0,30004,30004,0,2903,1605892,4.33,4.12,5.0
3428493,10281,58,5921,2409,0.0,3.57,5909,0,30003,30003,0,2934,1547092,4.33,3.23,5.0
3428495,73409,53,6219,944,0.0,4.01,6212,0,30005,30005,0,2903,1527492,4.33,4.16,5.0
3428510,33824,54,6083,1127,0.0,3.95,6092,0,30006,30006,0,2903,1565292,4.33,4.03,5.0
3428511,32046,58,5909,1189,0.0,3.93,6061,0,30004,30004,0,2903,1535892,4.33,3.98,5.0
3428518,58324,53,5884,987,0.0,3.99,6069,0,30003,30003,0,2903,1558223,4.33,4.13,5.0
3428519,14511,49,6167,2075,0.0,3.67,6132,0,30003,30003,0,2966,1563932,4.34,3.42,5.0
3428520,33706,51,6013,1505,0.0,3.84,6112,0,30004,30004,0,2903,1611492,4.33,3.77,5.0
3428526,58826,51,5864,987,0.0,3.99,6065,0,30003,30003,0,2903,1542892,4.33,4.13,5.0
3428529,61916,52,5932,940,0.0,4.01,6132,0,30002,30002,0,2903,1566692,4.33,4.16,5.0
3429063,28419,84,5546,1717,0.0,3.78,5593,0,30005,30005,0,2934,1582192,4.33,3.63,5.0
3429745,38121,102,7506,2558,0.0,3.53,7327,0,30004,30004,0,2903,1600792,4.33,3.14,5.0
3429749,38018,98,6610,2246,0.0,3.62,6745,0,30004,30004,0,2934,1593793,4.33,3.32,5.0
3429762,39088,97,6498,2167,0.0,3.64,6585,0,30005,30005,0,2903,1593792,4.33,3.36,5.0
3429764,45669,98,7423,2140,0.0,3.65,7500,0,30004,30004,0,2903,1575092,4.33,3.38,5.0
3429779,24266,80,6068,1969,0.0,3.71,6147,0,30003,30003,0,2966,1566692,4.34,3.48,5.0
3429799,12117,79,6386,2530,0.0,3.54,6296,0,30002,30002,0,2966,1570892,4.34,3.16,5.0
3429805,40807,96,6690,2142,0.0,3.65,6789,0,30011,30011,0,2934,1551792,4.33,3.38,5.0
3429807,43464,97,7855,2107,0.0,3.66,7680,0,30004,30004,0,2903,1603092,4.33,3.4,5.0
3429808,26377,99,7523,2380,0.0,3.58,7390,0,30003,30003,0,2934,1559692,4.33,3.24,5.0
3429811,43495,101,6437,2120,0.0,3.66,6529,0,30008,30008,0,2903,1535892,4.33,3.39,5.0
3429820,45343,79,6513,1917,0.0,3.72,6587,0,30003,30003,0,2966,1615692,4.34,3.51,5.0
3429824,49066,81,6741,1788,0.0,3.76,6847,0,30002,30002,0,2966,1648392,4.34,3.59,5.0
3430273,15742,106,5533,3063,0.0,3.38,5480,0,30009,30009,0,2934,1573593,4.33,2.88,5.0
3430274,13203,118,5642,3017,0.0,3.39,5601,0,30006,30006,0,2934,1573092,4.33,2.91,5.0
3430279,46113,112,6019,1828,0.0,3.75,5945,0,30003,30003,0,2966,1587392,4.34,3.57,5.0
3430281,51492,126,5913,1983,0.0,3.7,5856,0,30012,30012,0,2903,1604292,4.33,3.47,5.0
3430287,31825,43,6101,1009,0.0,3.99,6127,0,30013,30013,0,2934,1557432,4.33,4.11,5.0
3430299,16838,60,5387,2023,0.0,3.69,5467,0,30004,30004,0,2966,1643793,4.34,3.45,5.0
3430300,26848,39,5508,1021,0.0,3.99,5600,0,30014,30014,0,2934,1548392,4.33,4.1,5.0
3430313,75969,36,5359,743,0.0,4.07,5603,0,30008,30008,0,2966,1631592,4.34,4.31,5.0
3430337,18904,36,5603,1218,0.0,3.93,5716,0,30006,30006,0,2934,1551530,4.33,3.96,5.0
3430390,24375,43,6164,1350,0.0,3.89,6143,0,30005,30005,0,2966,1593092,4.34,3.87,5.0
3430408,79879,57,6404,1010,0.0,3.99,6382,0,30004,30004,0,2966,1587298,4.34,4.11,5.0
3430414,23400,43,5964,1313,0.0,3.9,5968,0,30005,30005,0,2934,1549692,4.33,3.9,5.0
3430415,93267,62,6849,1014,0.0,3.99,6822,0,30003,30003,0,2934,1762692,4.33,4.11,5.0
3430451,23756,39,6038,1269,0.0,3.91,6040,0,30004,30004,0,2934,1584792,4.33,3.93,5.0
3430460,51442,65,6349,1158,0.0,3.95,6311,0,30006,30006,0,2966,1655357,4.34,4.01,5.0
3430465,102826,56,6138,987,0.0,4.0,6106,0,30005,30005,0,2966,1996492,4.34,4.13,5.0
3430479,23247,46,6191,1355,0.0,3.89,6187,0,30013,30013,0,2934,1576193,4.33,3.87,5.0
3430482,26133,62,6121,1526,0.0,3.83,6096,0,30008,30008,0,2903,1537332,4.33,3.76,5.0
3430488,25845,43,5863,1285,0.0,3.91,5990,0,30003,30003,0,2934,1619892,4.33,3.92,5.0
3430492,52432,36,6206,749,0.0,4.07,6437,0,30010,30010,0,2934,1571506,4.33,4.3,5.0
3430508,75600,51,5304,941,0.0,4.01,5491,0,30003,30003,0,2966,1577205,4.34,4.16,5.0
3430516,60187,53,6016,849,0.0,4.04,6387,0,30004,30004,0,2903,1553852,4.33,4.23,5.0
3430518,31680,36,6348,1071,0.0,3.97,6385,0,30021,30021,0,2903,1566812,4.33,4.07,5.0
3430523,24128,44,5878,1330,0.0,3.89,6000,0,30003,30003,0,2934,1566592,4.33,3.89,5.0
3430530,75111,62,6572,1082,0.0,3.97,6662,0,30004,30004,0,2966,1605783,4.34,4.06,5.0
3430538,12438,53,6236,2031,0.0,3.69,6200,0,30003,30003,0,2966,1566692,4.34,3.44,5.0
3430543,24674,36,5962,1264,0.0,3.92,5947,0,30003,30003,0,2966,1566592,4.34,3.93,5.0
3430545,50512,61,6109,1130,0.0,3.95,6101,0,30004,30004,0,2934,1587732,4.33,4.03,5.0
3430561,13308,29,5747,1582,0.0,3.82,5755,0,30005,30005,0,2966,1576193,4.34,3.72,5.0
3430591,25562,28,5640,1050,0.0,3.98,5702,0,30010,30010,0,2934,1550992,4.33,4.08,5.0
3430608,48150,65,5929,946,0.0,4.01,6374,0,30011,30011,0,2903,1562492,4.33,4.16,5.0
3430609,23175,40,6181,2169,0.0,3.65,6187,0,30006,30006,0,2966,1572572,4.34,3.36,5.0
3430622,32400,36,6248,882,0.0,4.03,6411,0,30023,30023,0,2934,1545212,4.33,4.2,5.0
3430617,45724,64,5918,1191,0.0,3.94,6077,0,30003,30003,0,2934,1587692,4.33,3.98,5.0
3430626,23398,61,6082,1419,0.0,3.87,6067,0,30004,30004,0,2903,1551384,4.33,3.83,5.0
3430629,43520,66,6104,1161,0.0,3.94,6089,0,30002,30002,0,2903,1535932,4.33,4.0,5.0
3430634,51014,59,6037,873,0.0,4.03,6391,0,30019,30019,0,2903,1539452,4.33,4.21,5.0
3430640,19804,30,5616,1316,0.0,3.9,5627,0,30011,30011,0,2903,1539292,4.33,3.9,5.0
3430644,42915,56,5892,1061,0.0,3.98,6089,0,30004,30004,0,2934,1570892,4.33,4.07,5.0
3430646,55641,68,6046,938,0.0,4.01,6422,0,30022,30022,0,2903,1574012,4.33,4.16,5.0
3430647,50535,22,6348,732,0.0,4.07,6409,0,30007,30007,0,2903,1617284,4.33,4.32,5.0
3430656,54368,48,5873,979,0.0,4.0,6055,0,30005,30005,0,2903,1596092,4.33,4.13,5.0
3430670,53612,59,5978,891,0.0,4.03,6378,0,30012,30012,0,2966,1612892,4.34,4.2,5.0
3430672,22500,36,6195,1126,0.0,3.96,6345,0,30007,30007,0,2966,1571132,4.34,4.03,5.0
3430680,54450,58,5990,889,0.0,4.03,6414,0,30006,30006,0,2934,1572572,4.33,4.2,5.0
3430682,22145,37,6398,1228,0.0,3.92,6393,0,30016,30016,0,2903,1546652,4.33,3.96,5.0
3430683,19958,26,5834,1353,0.0,3.89,5833,0,30003,30003,0,2966,1597792,4.34,3.87,5.0
3430695,26700,37,6192,1024,0.0,3.98,6357,0,30002,30002,0,2903,1532252,4.33,4.1,5.0
3430699,51946,61,6082,1142,0.0,3.95,6041,0,30003,30003,0,2966,1580692,4.34,4.02,5.0
3430716,25492,31,5769,1022,0.0,3.99,5884,0,30004,30004,0,2966,1601692,4.34,4.1,5.0
3430725,23526,30,5596,1133,0.0,3.95,5609,0,30004,30004,0,2903,1562692,4.33,4.02,5.0
3430726,50062,57,6148,880,0.0,4.03,6522,0,30007,30007,0,2966,1612892,4.34,4.21,5.0
3430727,42276,27,6238,828,0.0,4.05,6471,0,30003,30003,0,2934,1585532,4.33,4.24,5.0
3430736,54418,50,5962,795,0.0,4.05,6390,0,30009,30009,0,2903,1530812,4.33,4.27,5.0
3430738,35520,35,6193,901,0.0,4.03,6388,0,30007,30007,0,2966,1574012,4.34,4.19,5.0
3430741,19083,29,5559,1450,0.0,3.86,5554,0,30006,30006,0,2903,1527592,4.33,3.81,5.0
3430744,56475,55,6044,874,0.0,4.03,6364,0,30007,30007,0,2966,1605692,4.34,4.21,5.0
3430746,34116,36,6143,867,0.0,4.03,6371,0,30004,30004,0,2903,1536572,4.33,4.22,5.0
3430788,31488,35,5819,933,0.0,4.01,5929,0,30004,30004,0,2903,1543192,4.33,4.17,5.0
3430817,46720,37,6031,769,0.0,4.06,6109,0,30003,30003,0,2903,1581309,4.33,4.29,5.0
3430819,41773,27,6334,834,0.0,4.04,6397,0,30002,30002,0,2903,1539452,4.33,4.24,5.0
3430839,52353,57,6068,888,0.0,4.03,6558,0,30005,30005,0,2934,1552412,4.33,4.2,5.0
3430842,34239,35,6145,865,0.0,4.03,6405,0,30005,30005,0,2934,1580346,4.33,4.22,5.0
3430849,22580,27,4777,1130,0.078,3.19,4813,2169,27847,30016,1,2934,1661492,4.33,4.03,3.44
3430856,62094,41,5495,806,0.0,4.05,5674,0,30003,30003,0,2934,1563992,4.33,4.26,5.0
3430868,66907,29,6369,712,0.0,4.08,6414,0,30007,30007,0,2903,1601412,4.33,4.33,5.0
3430884,47561,56,6104,867,0.0,4.03,6426,0,30004,30004,0,2934,1548092,4.33,4.22,5.0
3430888,24170,38,6350,1127,0.0,3.95,6379,0,30021,30021,0,2903,1539452,4.33,4.03,5.0
3430907,23765,28,5649,1058,0.0,3.98,5670,0,30006,30006,0,2966,1571792,4.34,4.08,5.0
3430910,47349,29,6055,663,0.0,4.09,6112,0,30004,30004,0,2903,1544961,4.33,4.37,5.0
3430920,54477,69,6137,945,0.0,4.01,6417,0,30008,30008,0,2966,1571132,4.34,4.16,5.0
3430922,31316,36,6182,874,0.0,4.03,6382,0,30005,30005,0,2966,1568252,4.34,4.21,5.0
3430938,52630,72,6139,1001,0.0,3.99,6402,0,30004,30004,0,2903,1535132,4.33,4.12,5.0
3430939,40901,26,6194,700,0.0,4.08,6413,0,30007,30007,0,2934,1539452,4.33,4.34,5.0
3430940,36423,35,6174,835,0.0,4.05,6383,0,30003,30003,0,2966,1591292,4.34,4.24,5.0
3430948,22021,28,5967,1132,0.0,3.96,5966,0,30004,30004,0,2966,1573092,4.34,4.02,5.0
3430962,20697,26,6001,1162,0.0,3.95,5989,0,30002,30002,0,2966,1567892,4.34,4.0,5.0
3430970,69680,44,5396,858,0.0,4.03,5691,0,30010,30010,0,2903,1609492,4.33,4.22,5.0
3430981,27400,32,5729,961,0.0,4.0,5784,0,30002,30002,0,2903,1528892,4.33,4.15,5.0
3431012,57984,25,5915,657,0.0,4.1,5968,0,30017,30017,0,2934,1619892,4.33,4.37,5.0
3431022,39606,38,6304,852,0.0,4.04,6409,0,30008,30008,0,2966,1602812,4.34,4.23,5.0
3431032,61368,81,6016,1078,0.0,3.97,6401,0,30005,30005,0,2966,1588412,4.34,4.06,5.0
3431033,41691,32,6189,966,0.0,4.0,6355,0,30004,30004,0,2903,1581252,4.33,4.14,5.0
3431035,29249,35,6170,889,0.0,4.03,6398,0,30004,30004,0,2934,1561426,4.33,4.2,5.0
3431041,82755,44,6690,783,0.0,4.06,6741,0,30007,30007,0,2934,1572832,4.33,4.28,5.0
3431047,58636,71,6111,997,0.0,3.99,6419,0,30012,30012,0,2934,1601372,4.33,4.12,5.0
3431051,65713,26,5717,694,0.0,4.09,5942,0,30002,30002,0,2934,1714792,4.33,4.35,5.0
3431064,54122,45,6093,734,0.0,4.07,6440,0,30005,30005,0,2934,1599932,4.33,4.31,5.0
3431065,35350,35,6146,850,0.0,4.04,6401,0,30009,30009,0,2934,1550514,4.33,4.23,5.0
3431096,32300,26,5560,977,0.0,4.0,5624,0,30009,30009,0,2966,1638092,4.34,4.13,5.0
3431112,75021,29,5498,632,0.0,4.11,5658,0,30003,30003,0,2966,1592592,4.34,4.39,5.0
3431124,41619,52,6024,966,0.0,4.0,6081,0,30007,30007,0,2903,1537344,4.33,4.14,5.0
3431136,25950,28,5886,1137,0.0,3.95,5907,0,30012,30012,0,2903,1587392,4.33,4.02,5.0
3431170,52650,45,6098,761,0.0,4.07,6408,0,30009,30009,0,2966,1595612,4.34,4.29,5.0
3431173,42127,37,6349,829,0.0,4.04,6412,0,30014,30014,0,2903,1563932,4.33,4.24,5.0
3431175,49721,27,5618,714,0.0,4.08,5935,0,30003,30003,0,2934,1539292,4.33,4.33,5.0
3431212,53797,71,6112,958,0.0,4.01,6552,0,30004,30004,0,2934,1582652,4.33,4.15,5.0
3431214,39336,37,6295,825,0.0,4.05,6433,0,30007,30007,0,2934,1547066,4.33,4.25,5.0
3431237,55012,56,6121,882,0.0,4.03,6424,0,30004,30004,0,2934,1558172,4.33,4.2,5.0
3431239,39319,35,6146,783,0.0,4.06,6415,0,30003,30003,0,2934,1577306,4.33,4.28,5.0
3431240,20211,28,5862,1361,0.0,3.88,5853,0,30004,30004,0,2903,1547092,4.33,3.87,5.0
3431260,54803,65,6020,973,0.0,4.0,6378,0,30006,30006,0,2903,1578332,4.33,4.14,5.0
3431261,39876,36,6327,825,0.0,4.05,6431,0,30003,30003,0,2934,1548466,4.33,4.25,5.0
3431341,47276,24,5926,754,0.0,4.07,6108,0,30007,30007,0,2934,1586292,4.33,4.3,5.0
3431279,53437,73,6090,973,0.0,4.0,6406,0,30005,30005,0,2966,1565372,4.34,4.14,5.0
3431295,29628,37,6307,978,0.0,4.0,6365,0,30037,30037,0,2966,1597052,4.34,4.13,5.0
3431316,35986,35,6134,866,0.0,4.04,6336,0,30009,30009,0,2966,1610012,4.34,4.22,5.0
3431317,29186,32,5682,912,0.0,4.02,5813,0,30002,30002,0,2903,1558792,4.33,4.18,5.0
3431320,43008,23,5932,713,0.0,4.08,6106,0,30003,30003,0,2966,1615692,4.34,4.33,5.0
3431385,56992,28,5691,710,0.0,4.08,5884,0,30003,30003,0,2934,1639392,4.33,4.33,5.0
3431460,37682,40,5912,951,0.0,4.01,6074,0,30002,30002,0,2966,1616792,4.34,4.15,5.0
3431467,43518,30,5832,815,0.0,4.05,5918,0,30002,30002,0,2903,1608192,4.33,4.25,5.0
3431478,121460,36,6020,637,0.0,4.1,6147,0,30004,30004,0,2934,1949469,4.33,4.39,5.0
3431500,44690,40,5943,908,0.0,4.02,6103,0,30003,30003,0,2966,1573024,4.34,4.19,5.0
3431523,73166,54,6524,1029,0.0,3.99,6471,0,30006,30006,0,2966,1578525,4.34,4.1,5.0
3431543,78933,59,6300,1031,0.0,3.98,6492,0,30003,30003,0,2934,2125292,4.33,4.1,5.0
3431544,27337,26,5785,1101,0.0,3.97,5808,0,30002,30002,0,2966,1586092,4.34,4.05,5.0
3431559,23573,28,5760,1127,0.0,3.95,5782,0,30006,30006,0,2903,1556192,4.33,4.03,5.0
3431576,50032,62,6150,1022,0.0,3.98,6376,0,30007,30007,0,2903,1572572,4.33,4.1,5.0
3431577,85624,36,6090,685,0.0,4.09,6407,0,30018,30018,0,2966,1676252,4.34,4.35,5.0
3431588,54645,26,5629,693,0.0,4.09,5738,0,30007,30007,0,2966,1623792,4.34,4.35,5.0
3431589,67532,48,6530,938,0.0,4.02,6505,0,30002,30002,0,2966,1614757,4.34,4.16,5.0
3431627,70194,62,6130,1051,0.0,3.98,6110,0,30003,30003,0,2966,1587692,4.34,4.08,5.0
3431636,75262,35,6097,684,0.0,4.09,6400,0,30012,30012,0,2966,1683452,4.34,4.35,5.0
3431648,19005,27,5604,1215,0.0,3.93,5663,0,30002,30002,0,2903,1535392,4.33,3.97,5.0
3431649,71875,54,6673,952,0.0,4.01,6643,0,30003,30003,0,2966,1575597,4.34,4.15,5.0
3431663,71282,66,5869,1082,0.0,3.97,6062,0,30004,30004,0,2903,1611492,4.33,4.06,5.0
3431674,41062,58,6179,1131,0.0,3.95,6400,0,30004,30004,0,2934,1542332,4.33,4.03,5.0
3431678,29475,39,6161,927,0.0,4.01,6378,0,30004,30004,0,2903,1552412,4.33,4.17,5.0
3431715,41031,27,5703,748,0.0,4.07,5869,0,30015,30015,0,2966,1583492,4.34,4.3,5.0
3431718,71152,62,6157,1025,0.0,3.99,6128,0,30004,30004,0,2966,1615692,4.34,4.1,5.0
3431732,31968,61,6037,1435,0.0,3.86,6167,0,30002,30002,0,2934,1541492,4.33,3.82,5.0
3431738,40587,70,6041,1222,0.0,3.92,6071,0,30008,30008,0,2903,1543472,4.33,3.96,5.0
3431755,44662,50,6119,921,0.0,4.02,6371,0,30010,30010,0,2966,1602812,4.34,4.18,5.0
3431764,51413,71,6120,1140,0.0,3.95,6118,0,30008,30008,0,2934,1549932,4.33,4.02,5.0
3431770,40544,70,6250,1103,0.0,3.96,6391,0,30002,30002,0,2903,1542332,4.33,4.04,5.0
3431772,24537,36,6302,1041,0.0,3.98,6385,0,30004,30004,0,2903,1555292,4.33,4.09,5.0
3431780,32804,25,5806,920,0.0,4.02,5882,0,30007,30007,0,2966,1593892,4.34,4.18,5.0
3431809,36600,28,5684,870,0.0,4.03,5876,0,30004,30004,0,2903,1580892,4.33,4.21,5.0
